label	text_a	text_b
0	Mutations conferring nonsense-mediated decay were associated with differential breast or ovarian cancer risks and an earlier age of breast cancer diagnosis for both BRCA1 and BRCA2 mutation carriers.	BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.
0	CONCLUSIONS AND RELEVANCE Breast and ovarian cancer risks varied by type and location of BRCA1/2 mutations.	BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.
0	Mutations conferring nonsense-mediated decay were associated with differential breast or ovarian cancer risks and an earlier age of breast cancer diagnosis for both BRCA1 and BRCA2 mutation carriers. CONCLUSIONS AND RELEVANCE Breast and ovarian cancer risks varied by type and location of BRCA1/2 mutations.	BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.
1	With appropriate validation, these data may have implications for risk assessment and cancer prevention decision making for carriers of BRCA1 and BRCA2 mutations.	BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.
0	A CSF-blood glucose ratio of 0.4 or less (likelihood ratio [LR], 18; 95% CI, 12-27]), CSF white blood cell count of 500/muL or higher (LR, 15; 95% CI, 10-22), and CSF lactate level of 31.53 mg/dL or more (> or =3.5 mmol/L; LR, 21; 95% CI, 14-32) accurately diagnosed bacterial meningitis.	Bacterial meningitis can be diagnosed on the basis of positive cerebrospinal fluid (CSF) cultures.
0	A CSF-blood glucose ratio of 0.4 or less (likelihood ratio [LR], 18; 95% CI, 12-27]), CSF white blood cell count of 500/muL or higher (LR, 15; 95% CI, 10-22), and CSF lactate level of 31.53 mg/dL or more (> or =3.5 mmol/L; LR, 21; 95% CI, 14-32) accurately diagnosed bacterial meningitis.	Bacterial meningitis can be diagnosed on the basis of positive cerebrospinal fluid (CSF) cultures.
1	For studies of the laboratory diagnosis of bacterial meningitis, data on the reference standard and test accuracy were extracted.	Bacterial meningitis can be diagnosed on the basis of positive cerebrospinal fluid (CSF) cultures.
1	The RNA forms a branched network of stem-loops that almost all allocate near the capsid inner surface, while predominantly binding to coat protein dimers that are located in one-half of the capsid.	Bacteriophagaes MS2 and Qβ are members of the Leviviridae.
0	No association was detected between bariatric surgery and fractures, cancer, or stroke.	Bariatric surgery increases rates of colorectal cancer.
0	No association was detected between bariatric surgery and fractures, cancer, or stroke.	Bariatric surgery increases rates of colorectal cancer.
1	METHODS AND FINDINGS This was an observational retrospective cohort study using data from the United Kingdom Clinical Practice Research Datalink. Protective hazard ratios (HRs) were detected for bariatric surgery for incident T2DM, 0.68 (95% CI 0.55-0.83); hypertension, 0.35 (95% CI 0.27-0.45); angina, 0.59 (95% CI 0.40-0.87);MI, 0.28 (95% CI 0.10-0.74); and obstructive sleep apnoea, 0.55 (95% CI 0.40-0.87).	Bariatric surgery increases rates of colorectal cancer.
0	No association was detected between bariatric surgery and fractures, cancer, or stroke.	Bariatric surgery increases rates of postmenopausal breast cancer.
0	No association was detected between bariatric surgery and fractures, cancer, or stroke.	Bariatric surgery increases rates of postmenopausal breast cancer.
1	Widening the availability of bariatric surgery could lead to substantial health benefits for many people who are morbidly obese.	Bariatric surgery increases rates of postmenopausal breast cancer.
2	Bariatric surgery was, however, consistently associated with postoperative decreases in the prevalence of depression (7 studies; 8%-74% decrease) and the severity of depressive symptoms (6 studies; 40%-70% decrease).	Bariatric surgery leads to negative outcomes in mental health.
2	Moderate-quality evidence supports an association between bariatric surgery and lower rates of depression postoperatively.	Bariatric surgery leads to negative outcomes in mental health.
2	Bariatric surgery was, however, consistently associated with postoperative decreases in the prevalence of depression (7 studies; 8%-74% decrease) and the severity of depressive symptoms (6 studies; 40%-70% decrease). Moderate-quality evidence supports an association between bariatric surgery and lower rates of depression postoperatively.	Bariatric surgery leads to negative outcomes in mental health.
1	There is inconsistent evidence regarding the association between preoperative mental health conditions and postoperative weight loss.	Bariatric surgery leads to negative outcomes in mental health.
0	Bariatric surgery was, however, consistently associated with postoperative decreases in the prevalence of depression (7 studies; 8%-74% decrease) and the severity of depressive symptoms (6 studies; 40%-70% decrease).	Bariatric surgery leads to positive outcomes in mental health.
0	Moderate-quality evidence supports an association between bariatric surgery and lower rates of depression postoperatively.	Bariatric surgery leads to positive outcomes in mental health.
0	Bariatric surgery was, however, consistently associated with postoperative decreases in the prevalence of depression (7 studies; 8%-74% decrease) and the severity of depressive symptoms (6 studies; 40%-70% decrease). Moderate-quality evidence supports an association between bariatric surgery and lower rates of depression postoperatively.	Bariatric surgery leads to positive outcomes in mental health.
1	There is inconsistent evidence regarding the association between preoperative mental health conditions and postoperative weight loss.	Bariatric surgery leads to positive outcomes in mental health.
2	No association was detected between bariatric surgery and fractures, cancer, or stroke.	Bariatric surgery reduces colorectal cancer.
2	No association was detected between bariatric surgery and fractures, cancer, or stroke.	Bariatric surgery reduces colorectal cancer.
1	Protective hazard ratios (HRs) were detected for bariatric surgery for incident T2DM, 0.68 (95% CI 0.55-0.83); hypertension, 0.35 (95% CI 0.27-0.45); angina, 0.59 (95% CI 0.40-0.87);MI, 0.28 (95% CI 0.10-0.74); and obstructive sleep apnoea, 0.55 (95% CI 0.40-0.87). Widening the availability of bariatric surgery could lead to substantial health benefits for many people who are morbidly obese.	Bariatric surgery reduces colorectal cancer.
2	No association was detected between bariatric surgery and fractures, cancer, or stroke.	Bariatric surgery reduces postmenopausal breast cancer.
2	No association was detected between bariatric surgery and fractures, cancer, or stroke.	Bariatric surgery reduces postmenopausal breast cancer.
1	BACKGROUND Bariatric surgery is becoming a more widespread treatment for obesity.	Bariatric surgery reduces postmenopausal breast cancer.
0	We report that activation of basophils by autoreactive IgE causes their homing to lymph nodes, promoting T helper type 2 (T(H)2) cell differentiation and enhancing the production of self-reactive antibodies that cause lupus-like nephritis in mice lacking the Src family protein tyrosine kinase Lyn (Lyn(-/-) mice).	Basophils promote disease development in patients with systemic lupus erythematosus (SLE).
